problem_statement,problem_tags
Even a cat has things it can do that AI cannot Fei Fei LiYou are given m arrays of positive integers Each array is of even length You need to split all these integers into two multisets L and R that is each element of each array should go into one of two multisets but not both Additionally for each of the m arrays of its elements should go into L and the rest should go into R Give an example of such a division or determine that no such division exists ,"[0, 0, 0, 0, 1]"
Toad Ivan has m pairs of integers each integer is between 1 and n inclusive The pairs are a 1 b 1 a 2 b 2 ldots a m b m He asks you to check if there exist two integers x and y 1 leq x y leq n such that in each given pair at least one integer is equal to x or y ,"[0, 0, 1, 0, 0]"
Everybody knows that the Berland citizens are keen on health especially students Berland students are so tough that all they drink is orange juice Yesterday one student Vasya and his mates made some barbecue and they drank this healthy drink only After they ran out of the first barrel of juice they decided to play a simple game All people who came to the barbecue sat in a circle thus each person received a unique index from 0 to The person number 0 started the game this time it was Vasya All turns in the game were numbered by integers starting from 1 If the th turn was made by the person with index then this person acted like that he pointed at the person with index either with an elbow or with a nod is the remainder after dividing by if and the players who had turns number made during their turns the same moves as player on the current turn then he had drunk a glass of juice the turn went to person number The person who was pointed on the last turn did not make any actions The problem was Vasya s drunk too much juice and can t remember the goal of the game However Vasya s got the recorded sequence of all the participants actions including himself Now Vasya wants to find out the maximum amount of juice he could drink if he played optimally well the other players actions do not change Help him You can assume that in any scenario there is enough juice for everybody ,"[0, 0, 1, 0, 0]"
You are given an array a consisting of n integers Your task is to process q queries of two types 1 p x set the value of the element at index p equal to x 2 l r count the number of pairs of indices i j such that l le i j le r and a i ne a j Note that the queries in this task are each subsequent query can only be decoded after calculating the answer to the preceding query of the second type ,"[0, 0, 1, 0, 1]"
Vitaly enrolled in the course Advanced Useless Algorithms The course consists of n tasks Vitaly calculated that he has a i hours to do the task i from the day he enrolled in the course That is the deadline before the i th task is a i hours The array a is sorted in ascending order in other words the job numbers correspond to the order in which the assignments are turned in Vitaly does everything conscientiously so he wants to complete task by 100 percent Initially his completion rate for each task is 0 percent Vitaly has m training options each option can be used once The ith option is characterized by three integers e i t i and p i If Vitaly uses the ith option then after t i hours from the current moment he will increase the progress of the task e i by p i percent For example let Vitaly have 3 of tasks to complete Let the array a have the form a 5 7 8 Suppose Vitaly has 5 of options e 1 1 t 1 1 p 1 30 e 2 2 t 2 3 p 2 50 e 3 2 t 3 3 p 3 100 e 4 1 t 4 1 p 4 80 e 5 3 t 5 3 p 5 100 Then if Vitaly prepares in the following way he will be able to complete everything in time Vitaly chooses the 4 th option Then in 1 hour he will complete the 1 st task at 80 percent He still has 4 hours left before the deadline for the 1 st task Vitaly chooses the 3 rd option Then in 3 hours he will complete the 2 nd task in its entirety He has another 1 hour left before the deadline for the 1 st task and 4 hours left before the deadline for the 3 rd task Vitaly chooses the 1 st option Then after 1 hour he will complete the 1 st task for 110 percent which means that he will complete the 1 st task just in time for the deadline Vitaly chooses the 5 th option He will complete the 3 rd task for 2 hours and after another 1 hour Vitaly will complete the 3 rd task in its entirety Thus Vitaly has managed to complete the course completely and on time using the 4 options Help Vitaly print the options for Vitaly to complete the tasks in the correct order Please note each option can be used once If there are several possible answers it is allowed to output any of them ,"[1, 0, 1, 1, 0]"
Tokitsukaze is arranging a meeting There are n rows and m columns of seats in the meeting hall There are exactly n cdot m students attending the meeting including several naughty students and several serious students The students are numerated from 1 to n cdot m The students will enter the meeting hall in order When the i th student enters the meeting hall he will sit in the 1 st column of the 1 st row and the students who are already seated will move back one seat Specifically the student sitting in the j th 1 leq j leq m 1 column of the i th row will move to the j 1 th column of the i th row and the student sitting in m th column of the i th row will move to the 1 st column of the i 1 th row For example there is a meeting hall with 2 rows and 2 columns of seats shown as below There will be 4 students entering the meeting hall in order represented as a binary string of which represents naughty students and represents serious students The changes of seats in the meeting hall are as follows Denote a row or a column good if and only if there is at least one serious student in this row or column Please predict the number of good rows and columns just after the i th student enters the meeting hall for all i ,"[0, 1, 1, 0, 1]"
You are given two integers a and m Calculate the number of integers x such that 0 le x m and gcd a m gcd a x m Note gcd a b is the greatest common divisor of a and b ,"[0, 1, 0, 0, 0]"
You are given an unweighted tree with vertices Then following operations are applied to the tree A single operation consists of the following steps choose two leaves add the length of the simple path between them to the answer remove one of the chosen leaves from the tree Initial answer before applying operations is Obviously after such operations the tree will consist of a single vertex Calculate the maximal possible answer you can achieve and construct a sequence of operations that allows you to achieve this answer ,"[1, 0, 0, 0, 0]"
Having written another programming contest three Rabbits decided to grab some lunch The coach gave the team exactly time units for the lunch break The Rabbits have a list of restaurants to lunch in the th restaurant is characterized by two integers and Value shows the time the Rabbits need to lunch in the th restaurant If time exceeds the time that the coach has given for the lunch break then the Rabbits joy from lunching in this restaurant will equal Otherwise the Rabbits get exactly units of joy Your task is to find the value of the maximum joy the Rabbits can get from the lunch depending on the restaurant The Rabbits must choose one restaurant to lunch in Note that the joy value isn t necessarily a positive value ,"[0, 0, 1, 0, 0]"
Little Petya loves playing with squares Mum bought him a square in size Petya marked a cell inside the square and now he is solving the following task The task is to draw a broken line that would go along the grid lines and that would cut the square into two equal parts The cutting line should not have any common points with the marked cell and the resulting two parts should be equal Petya wants to determine whether it is possible to cut the square in the required manner given the sizes of the square side and the coordinates of the marked cell Help him ,"[0, 1, 1, 0, 0]"
A positive number x of length n in base p 2 le p le 10 9 is written on the blackboard The number x is given as a sequence a 1 a 2 dots a n 0 le a i p the digits of x in order from left to right most significant to least significant Dmitry is very fond of all the digits of this number system so he wants to see each of them at least once In one operation he can take any number x written on the board increase it by 1 and write the new value x 1 on the board For example p 5 and x 234 5 Initially the board contains the digits 2 3 and 4 Dmitry increases the number 234 5 by 1 and writes down the number 240 5 On the board there are digits 0 2 3 4 Dmitry increases the number 240 5 by 1 and writes down the number 241 5 Now the board contains all the digits from 0 to 4 Your task is to determine the minimum number of operations required to make all the digits from 0 to p 1 appear on the board at least once ,"[1, 1, 0, 0, 1]"
There is a string a unknown to you consisting of lowercase Latin letters encrypted according to the following rule into string s after each character of string a an arbitrary possibly zero number of any lowercase Latin letters different from the character itself is added after each such addition the character that we supplemented is added You are given string s and you need to output the initial string a In other words you need to decrypt string s Note that each string encrypted in this way is decrypted ,"[0, 0, 1, 0, 0]"
The University where A and B study is a set of rooms connected by corridors Overall the University has rooms connected by corridors so that you can get from any room to any other one by moving along the corridors The rooms are numbered from to Every day and B write contests in some rooms of their university and after each contest they gather together in the same room and discuss problems A and B want the distance from the rooms where problems are discussed to the rooms where contests are written to be equal The distance between two rooms is the number of edges on the shortest path between them As they write contests in new rooms every day they asked you to help them find the number of possible rooms to discuss problems for each of the following days ,"[0, 0, 0, 1, 1]"
Lottery Three Sevens was held for m days On day i n i people with the numbers a i 1 ldots a i n i participated in the lottery It is known that in each of the m days only one winner was selected from the lottery participants The lottery winner on day i was not allowed to participate in the lottery in the days from i 1 to m Unfortunately the information about the lottery winners has been lost You need to find any possible list of lottery winners on days from 1 to m or determine that no solution exists ,"[1, 0, 1, 0, 1]"
You are given the array a consisting of n positive greater than zero integers In one move you can choose two indices i and j i ne j such that the absolute difference between a i and a j is no more than one a i a j le 1 and remove the smallest of these two elements If two elements are equal you can remove any of them but exactly one Your task is to find if it is possible to obtain the array consisting of using several possibly zero such moves or not You have to answer t independent test cases ,"[1, 0, 0, 0, 0]"
Kevin Sun wants to move his precious collection of cowbells from Naperthrill to Exeter where there is actually grass instead of corn Before moving he must pack his cowbells into boxes of a fixed size In order to keep his collection safe during transportation he won t place more than cowbells into a single box Since Kevin wishes to minimize expenses he is curious about the smallest size box he can use to pack his entire collection Kevin is a meticulous cowbell collector and knows that the size of his th cowbell is an integer In fact he keeps his cowbells sorted by size so for any Also an expert packer Kevin can fit one or two cowbells into a box of size if and only if the sum of their sizes does not exceed Given this information help Kevin determine the smallest for which it is possible to put all of his cowbells into boxes of size ,"[1, 0, 0, 0, 0]"
Returning back to problem solving Gildong is now studying about palindromes He learned that a is a string that is the same as its reverse For example strings and are palindromes while strings and are not Gildong loves this concept so much so he wants to play with it He has n strings of equal length m He wants to discard some of the strings possibly none or all and reorder the remaining strings so that the concatenation becomes a palindrome He also wants the palindrome to be as long as possible Please help him find one ,"[1, 0, 1, 0, 0]"
Nikolay lives in a two storied house There are n rooms on each floor arranged in a row and numbered from one from left to right So each room can be represented by the number of the floor and the number of the room on this floor room number is an integer between 1 and n If Nikolay is currently in some room he can move to any of the neighbouring rooms if they exist Rooms with numbers i and i 1 on each floor are neighbouring for all 1 leq i leq n 1 There may also be staircases that connect two rooms from different floors having the same numbers If there is a staircase connecting the room x on the first floor and the room x on the second floor then Nikolay can use it to move from one room to another Nikolay wants to move through some rooms in his house To do this he firstly chooses any room where he starts Then Nikolay moves between rooms according to the aforementioned rules Nikolay never visits the same room twice he won t enter a room where he has already been Calculate the maximum number of rooms Nikolay can visit during his tour if he can start and ,"[0, 0, 1, 0, 0]"
You really love gorillas so you decided to organize a photoshoot for them Gorillas live in the jungle The jungle is represented as a grid of n rows and m columns w gorillas agreed to participate in the photoshoot and the gorilla with index i 1 le i le w has a of a i You want to place the gorillas in the cells of the grid such that there is in each cell The of the arrangement is equal to the sum of the of all sub squares of the grid with a side length of k The of a sub square is equal to the sum of the of the gorillas in it From all suitable arrangements choose the arrangement with the ,"[1, 1, 0, 0, 1]"
Natasha is going to fly to Mars She needs to build a rocket which consists of several stages in some order Each of the stages is defined by a lowercase Latin letter This way the rocket can be described by the string concatenation of letters which correspond to the stages There are n stages available The rocket must contain exactly k of them Stages in the rocket should be ordered by their weight So after the stage with some letter can go only stage with a letter which is at least two positions after in the alphabet skipping one letter in between or even more For example after letter can t go letters and but can go letters For the rocket to fly as far as possible its weight should be minimal The weight of the rocket is equal to the sum of the weights of its stages The weight of the stage is the number of its letter in the alphabet For example the stage weighs one ton weighs two tons and 26 tons Build the rocket with the minimal weight or determine that it is impossible to build a rocket at all Each stage can be used at most once ,"[1, 0, 1, 0, 0]"
You are given two lists of non zero digits Let s call an integer pretty if its base representation has at least one digit from the first list and at least one digit from the second list What is the smallest positive pretty integer ,"[0, 0, 1, 0, 0]"
You all know that the Library of Bookland is the largest library in the world There are dozens of thousands of books in the library The alphabet of Bookland is so large that its letters are denoted by positive integers Each letter can be small or large the large version of a letter is denoted by BSCII encoding which is used everywhere in Bookland is made in that way so that large letters are presented in the order of the numbers they are denoted by and small letters are presented in the order of the numbers they are denoted by but all large letters are all small letters For example the following conditions hold A word is not greater than if one of the two following conditions holds and i e the first word is the prefix of the second word there is a position such that and i e at the first position where the words differ the first word has a smaller letter than the second word has For example the word is before the word in lexicographical order It is said that sequence of words is in lexicographical order if each word is not lexicographically greater than the next word in the sequence Denis has a sequence of words consisting of small letters only He wants to change some letters to large let s call this process a in such a way that the sequence of words is in lexicographical order However he soon realized that for some reason he can t change a single letter in a single word He only can choose a letter and change all of its occurrences in words to large letters He can perform this operation any number of times with arbitrary letters of Bookland s alphabet Help Denis to choose which letters he needs to capitalize make large in order to make the sequence of words lexicographically ordered or determine that it is impossible Note that some words can be ,"[0, 0, 1, 0, 0]"
You are given two arrays a and b both consisting of n integers In one move you can choose two indices i and j 1 le i j le n i neq j and swap a i with a j and b i with b j You have to perform the swap in both arrays You are allowed to perform at most 10 4 moves possibly zero Can you make both arrays sorted in a non decreasing order at the end If you can print any sequence of moves that makes both arrays sorted ,"[0, 0, 1, 0, 0]"
There is a matrix of size filled with integers For every Obviously every integer from occurs exactly once in this matrix You have traversed some path in this matrix Your path can be described as a sequence of visited cells denoting that you started in the cell containing the number then moved to the cell with the number and so on From the cell located in th line and th column we denote this cell as you can move into one of the following cells only if only if only if only if Notice that making a move requires you to go to an adjacent cell It is not allowed to stay in the same cell You don t know and exactly but you have to find any possible values for these numbers such that you could start in the cell containing the integer then move to the cell containing in one step then move to the cell containing also in one step and so on Can you choose and so that they don t contradict with your sequence of moves ,"[0, 0, 1, 0, 0]"
Bob decided to open a bakery On the opening day he baked n buns that he can sell The usual price of a bun is a coins but to attract customers Bob organized the following promotion Bob chooses some integer k 0 le k le min n b Bob sells the first k buns at a modified price In this case the price of the i th 1 le i le k sold bun is b i 1 coins The remaining n k buns are sold at a coins each Note that k can be equal to 0 In this case Bob will sell all the buns at a coins each Help Bob determine the maximum profit he can obtain by selling all n buns ,"[1, 1, 0, 0, 0]"
Roma works in a company that sells TVs Now he has to prepare a report for the last year Roma has got a list of the company s incomes The list is a sequence that consists of integers The total income of the company is the sum of all integers in sequence Roma decided to perform exactly changes of signs of several numbers in the sequence He can also change the sign of a number one two or more times The operation of changing a number s sign is the operation of multiplying this number by Help Roma perform the changes so as to make the total income of the company the sum of numbers in the resulting sequence maximum Note that Roma should perform changes ,"[1, 0, 0, 0, 0]"
British mathematician John Littlewood once said about Indian mathematician Srinivasa Ramanujan that every positive integer was one of his personal friends It turns out that positive integers can also be friends with each other You are given an array a of distinct positive integers Define a a i a i 1 ldots a j to be a if and only if there exists an integer m ge 2 such that a i bmod m a i 1 bmod m ldots a j bmod m where x bmod y denotes the remainder when x is divided by y Your friend Gregor wants to know the size of the largest friend group in a ,"[0, 1, 0, 0, 1]"
Ember and Storm play a game First Ember picks a labelled tree of vertices such that the degree of every vertex is at most Then Storm picks two distinct vertices and in this tree and writes down the labels of the vertices in the path from to in a sequence Finally Ember picks any index in the array Now he performs one of the following two operations exactly once flip the subrange and add to it After this the sequence becomes negate the subrange and add to it i e the array becomes Ember wins if the array is monotonically increasing or decreasing after this Otherwise Storm wins The game can be described by the tuple where is flip or negate depending on the action Ember chose in the last turn Find the number of tuples that can occur if Ember and Storm play optimally When they play optimally if there are multiple moves by which they are guaranteed to win then they may play any of the winning moves Otherwise if someone loses no matter what they play then they may play any of the possible moves Report the answer modulo ,"[0, 0, 0, 1, 0]"
Some NumberYou are given two positive integers l and r Count the number of distinct triplets of integers i j k such that l le i j k le r and operatorname lcm i j k ge i j k Here operatorname lcm i j k denotes the least common multiple LCM of integers i j and k ,"[0, 1, 0, 0, 0]"
A matrix of size n times m such that each cell of it contains either 0 or 1 is considered if the sum in every contiguous submatrix of size 2 times 2 is exactly 2 i e every square of size 2 times 2 contains exactly two 1 s and exactly two 0 s You are given a matrix of size n times m Initially each cell of this matrix is empty Let s denote the cell on the intersection of the x th row and the y th column as x y You have to process the queries of three types x y 1 clear the cell x y if there was a number in it x y 0 write the number 0 in the cell x y x y 1 write the number 1 in the cell x y After each query print the number of ways to fill the empty cells of the matrix so that the resulting matrix is Since the answers can be large print them modulo 998244353 ,"[0, 1, 1, 0, 0]"
Priests of the Quetzalcoatl cult want to build a tower to represent a power of their god Tower is usually made of power charged rocks It is built with the help of rare magic by levitating the current top of tower and adding rocks at its bottom If top which is built from rocks possesses power and we want to add the rock charged with power then value of power of a new tower will be Rocks are added from the last to the first That is for sequence value of power will beAfter tower is built its power may be extremely large But still priests want to get some information about it namely they want to know a number called cumulative power which is the true value of power taken modulo Priests have rocks numbered from to They ask you to calculate which value of cumulative power will the tower possess if they will build it from rocks numbered ,"[0, 1, 0, 0, 0]"
Tokitsukaze has two colorful tapes There are n distinct colors numbered 1 through n and each color appears exactly once on each of the two tapes Denote the color of the i th position of the first tape as ca i and the color of the i th position of the second tape as cb i Now Tokitsukaze wants to select each color an integer value from 1 to n distinct for all the colors After that she will put down the color values in each colored position on the tapes Denote the number of the i th position of the first tape as numa i and the number of the i th position of the second tape as numb i For example for the above picture assuming that the color red has value x 1 leq x leq n it appears at the 1 st position of the first tape and the 3 rd position of the second tape so numa 1 numb 3 x Note that each color i from 1 to n should have a value and the same color which appears in both tapes has the same value After labeling each color the beauty of the two tapes is calculated as sum i 1 n numa i numb i Please help Tokitsukaze to find the highest possible beauty ,"[1, 0, 0, 0, 0]"
Ancient Egyptians are known to have used a large set of symbols to write on the walls of the temples Fafa and Fifa went to one of the temples and found two non empty words and of equal lengths on the wall of temple written one below the other Since this temple is very ancient some symbols from the words were erased The symbols in the set have equal probability for being in the position of any erased symbol Fifa challenged Fafa to calculate the probability that is lexicographically greater than Can you help Fafa with this task You know that i e there were distinct characters in Egyptians alphabet in this problem these characters are denoted by integers from to in alphabet order A word is lexicographically greater than a word of the same length if the words are same up to some position and then the word has a larger character than the word We can prove that the probability equals to some fraction where and are coprime integers and Print as the answer the value i e such a non negative integer less than such that where means that and give the same remainders when divided by ,"[0, 1, 0, 0, 0]"
You are given an array a of size n A segment l r 1 le l r le n is called a segment only if the following conditions hold r l 1 geq 3 Considering a l a l 1 ldots a r as side lengths these sides can form a polygon with r l 1 sides Process q queries of two types find the length of the longest segment among all segments l 0 r 0 satisfying l le l 0 le r 0 le r If there is no such segment output 1 instead assign a i x ,"[1, 0, 0, 1, 1]"
Can you imagine our life if we removed all zeros from it For sure we will have many problems In this problem we will have a simple example if we removed all zeros from our life it s the addition operation Let s assume you are given this equation where and are positive integers and is the sum of and Now let s remove all zeros from this equation Will the equation remain correct after removing all zeros For example if the equation is if we removed all zeros it will be which is still a correct equation But if the equation is if we removed all zeros it will be which is not a correct equation ,"[0, 0, 1, 0, 0]"
A sequence of positive integers is called for a positive integer x if we can split it into pairs in such a way that in each pair the first number multiplied by x is equal to the second number More formally a sequence a of size n is great for a positive integer x if n is even and there exists a permutation p of size n such that for each i 1 le i le frac n 2 a p 2i 1 cdot x a p 2i Sam has a sequence a and a positive integer x Help him to make the sequence great find the minimum possible number of positive integers that should be added to the sequence a to make it great for the number x ,"[1, 0, 0, 0, 0]"
In Berland n different types of banknotes are used Banknotes of the i th type have denomination 10 a i burles burles are the currency used in Berland the denomination of banknotes of the first type is exactly 1 Let s denote f s as the minimum number of banknotes required to represent exactly s burles For example if the denominations of banknotes used in Berland are 1 10 and 100 then f 59 14 9 banknotes with denomination of 1 burle and 5 banknotes with denomination of 10 burles can be used to represent exactly 9 cdot 1 5 cdot 10 59 burles and there s no way to do it with fewer banknotes For a given integer k find the minimum positive number of burles s that cannot be represented with k or fewer banknotes that is f s k ,"[1, 0, 0, 0, 0]"
Igor is in 11th grade Tomorrow he will have to write an informatics test by the strictest teacher in the school Pavel Denisovich Igor knows how the test will be conducted first of all the teacher will give each student two positive integers a and b a b After that the student can apply any of the following operations any number of times a a 1 increase a by 1 b b 1 increase b by 1 a a b replace a with the bitwise OR of a and b To get full marks on the test the student has to tell the teacher the minimum required number of operations to make a and b equal Igor already knows which numbers the teacher will give him Help him figure out what is the minimum number of operations needed to make a equal to b ,"[0, 1, 0, 1, 0]"
Before becoming a successful trader William got a university degree During his education an interesting situation happened after which William started to listen to homework assignments much more attentively What follows is the correct formal description of the homework assignment You are given a string s of length n only consisting of characters and There are q queries of format pos c meaning replacing the element of string s at position pos with character c After each query you must output the minimal number of characters in the string which have to be replaced so that the string doesn t contain string as a A valid replacement of a character is replacing it with or A string x is a substring of a string y if x can be obtained from y by deletion of several possibly zero or all characters from the beginning and several possibly zero or all characters from the end ,"[0, 0, 1, 0, 0]"
You are given a tree consisting of n vertices and n 1 edges and each vertex v has a counter c v assigned to it Initially there is a chip placed at vertex s and all counters except c s are set to 0 c s is set to 1 Your goal is to place the chip at vertex t You can achieve it by a series of moves Suppose right now the chip is placed at the vertex v In one move you do the following choose one of neighbors to of vertex v to is neighbor of v if and only if there is an edge v to in the tree move the chip to vertex to and increase c to by 1 You ll repeat the move above until you reach the vertex t For each vertex v calculate the of c v modulo 998 244 353 ,"[0, 1, 0, 1, 0]"
One day Vasya was on a physics practical performing the task on measuring the capacitance He followed the teacher s advice and did as much as measurements and recorded the results in the notebook After that he was about to show the results to the teacher but he remembered that at the last lesson the teacher had made his friend Petya redo the experiment because the largest and the smallest results differed by more than two times Vasya is lazy and he does not want to redo the experiment He wants to do the task and go home play computer games So he decided to cheat before Vasya shows the measurements to the teacher he will erase some of them so as to make the largest and the smallest results of the remaining measurements differ in no more than two times In other words if the remaining measurements have the smallest result and the largest result then the inequality must fulfill Of course to avoid the teacher s suspicion Vasya wants to remove as few measurement results as possible from his notes Help Vasya find what minimum number of measurement results he will have to erase from his notes so that the largest and the smallest of the remaining results of the measurements differed in no more than two times ,"[0, 0, 0, 1, 0]"
You are given an array a of n positive integers and an integer x You can do the following two step operation any possibly zero number of times Choose an index i 1 leq i leq n Increase a i by x in other words a i a i x Find the maximum value of the operatorname MEX of a if you perform the operations optimally The operatorname MEX minimum excluded value of an array is the smallest non negative integer that is not in the array For example The operatorname MEX of 2 2 1 is 0 because 0 is not in the array The operatorname MEX of 3 1 0 1 is 2 because 0 and 1 are in the array but 2 is not The operatorname MEX of 0 3 1 2 is 4 because 0 1 2 and 3 are in the array but 4 is not ,"[1, 1, 0, 0, 0]"
It is reported that the 2050 Conference will be held in Yunqi Town in Hangzhou from April 23 to 25 including theme forums morning jogging camping and so on The relationship between the n volunteers of the 2050 Conference can be represented by a tree a connected undirected graph with n vertices and n 1 edges The n vertices of the tree corresponds to the n volunteers and are numbered by 1 2 ldots n We define the distance between two volunteers i and j i j as the number of edges on the shortest path from vertex i to vertex j on the tree i j 0 whenever i j Some of the volunteers can attend the on site reunion while others cannot If for some volunteer x and nonnegative integer r all volunteers whose distance to x is no more than r can attend the on site reunion a forum with radius r can take place The of the on site reunion is defined as the maximum possible radius of any forum that can take place Assume that each volunteer can attend the on site reunion with probability frac 1 2 and these events are independent Output the expected level of the on site reunion When no volunteer can attend the level is defined as 1 When all volunteers can attend the level is defined as n ,"[0, 0, 0, 1, 0]"
You are given a square matrix A of size n times n whose elements are integers We will denote the element on the intersection of the i th row and the j th column as A i j You can perform operations on the matrix In each operation you can choose an integer k then for each index i 1 leq i leq n swap A i k with A k i Note that cell A k k remains unchanged For example for n 4 and k 3 this matrix will be transformed like this You can perform this operation any number of times Find the lexicographically smallest matrix dagger you can obtain after performing arbitrary number of operations dagger For two matrices A and B of size n times n let a i 1 cdot n j A i j and b i 1 cdot n j B i j Then the matrix A is lexicographically smaller than the matrix B when there exists an index i 1 leq i leq n 2 such that a i b i and for all indices j such that 1 leq j i a j b j ,"[1, 0, 0, 0, 1]"
You are given an array a of n integers You can perform the following operations on array elements choose any index i 1 le i le n and move the element a i to the of the array choose any index i 1 le i le n and move the element a i to the of the array For example if n 5 a 4 7 2 3 9 then the following sequence of operations can be performed after performing the operation of the first type to the second element the array a will become 7 4 2 3 9 after performing the operation of the second type to the second element the array a will become 7 2 3 9 4 You can perform operations of any type any number of times in any order Find the minimum total number of operations of the first and second type that will make the a array sorted in non decreasing order In other words what is the minimum number of operations that must be performed so the array satisfies the inequalities a 1 le a 2 le ldots le a n ,"[1, 0, 0, 1, 0]"
You are given an array of integers l 1 l 2 dots l n and an integer d Is it possible to construct a tree satisfying the following three conditions The tree contains n 1 nodes The length of the i th edge is equal to l i The weighted diameter of the tree is equal to d ,"[0, 0, 0, 1, 0]"
Sereja has two sequences and consisting of integers One day Sereja got bored and he decided two play with them The rules of the game was very simple Sereja makes several moves in one move he can perform one of the following actions Choose several at least one first elements of sequence non empty prefix of choose several at least one first elements of sequence non empty prefix of the element of sequence with the maximum index among the chosen ones must be equal to the element of sequence with the maximum index among the chosen ones remove the chosen elements from the sequences Remove all elements of both sequences The first action is worth energy units and adds one dollar to Sereja s electronic account The second action is worth the number of energy units equal to the number of elements Sereja removed from the sequences before performing this action After Sereja performed the second action he gets all the money that he earned on his electronic account during the game Initially Sereja has energy units and no money on his account What maximum number of money can Sereja get Note the amount of Seraja s energy mustn t be negative at any time moment ,"[0, 0, 0, 1, 1]"
In problems on strings one often has to find a string with some particular properties The problem authors were reluctant to waste time on thinking of a name for some string so they called it A string is good if it doesn t have palindrome substrings longer than or equal to You are given string consisting only of lowercase English letters Find a good string with length consisting of lowercase English letters which is lexicographically larger than Of all such strings string must be lexicographically minimum We will call a non empty string a of string A non empty string is called if for all from to the following fulfills In other words palindrome read the same in both directions String is than string if either and or there exists such number that and Characters in such strings are compared like their ASCII codes ,"[1, 0, 0, 0, 1]"
You are given an array a of n integers You are asked to find out if the inequality max a i a i 1 ldots a j 1 a j geq a i a i 1 dots a j 1 a j holds for all pairs of indices i j where 1 leq i leq j leq n ,"[0, 0, 1, 0, 1]"
You are given n arrays a 1 ldots a n The length of each array is two Thus a i a i 1 a i 2 You need to concatenate the arrays into a single array of length 2n such that the number of inversions dagger in the resulting array is minimized Note that you to count the actual number of inversions More formally you need to choose a permutation ddagger p of length n so that the array b a p 1 1 a p 1 2 a p 2 1 a p 2 2 ldots a p n 1 a p n 2 contains as few inversions as possible dagger The number of inversions in an array c is the number of pairs of indices i and j such that i j and c i c j ddagger A permutation of length n is an array consisting of n distinct integers from 1 to n in arbitrary order For example 2 3 1 5 4 is a permutation but 1 2 2 is not a permutation 2 appears twice in the array and 1 3 4 is also not a permutation n 3 but there is 4 in the array ,"[1, 1, 0, 0, 0]"
A sequence of n numbers is called if it contains all integers from 1 to n exactly once For example the sequences 3 1 4 2 1 and 2 1 are permutations but 1 2 1 0 1 and 1 3 4 are not Kristina had a permutation p of n elements She wrote it on the whiteboard n times in such a way that while writing the permutation at the i th 1 le i le n time she skipped the element p i So she wrote in total n sequences of length n 1 each For example suppose Kristina had a permutation p 4 2 1 3 of length 4 Then she did the following Wrote the sequence 2 1 3 skipping the element p 1 4 from the original permutation Wrote the sequence 4 1 3 skipping the element p 2 2 from the original permutation Wrote the sequence 4 2 3 skipping the element p 3 1 from the original permutation Wrote the sequence 4 2 1 skipping the element p 4 3 from the original permutation You know all n of sequences that have been written on the whiteboard but you do not know the order in which they were written They are given in Reconstruct the original permutation from them For example if you know the sequences 4 2 1 4 2 3 2 1 3 4 1 3 then the original permutation will be p 4 2 1 3 ,"[0, 1, 1, 0, 0]"
A permutation p of length n is a sequence p 1 p 2 ldots p n consisting of n distinct integers each of which from 1 to n 1 leq p i leq n Let s call the subsegment l r of the permutation if all numbers from the minimum on it to the maximum on this subsegment occur among the numbers p l p l 1 dots p r For example good segments of permutation 1 3 2 5 4 are 1 1 1 3 1 5 2 2 2 3 2 5 3 3 4 4 4 5 5 5 You are given a permutation p 1 p 2 ldots p n You need to answer q queries of the form find the number of good subsegments of the given segment of permutation In other words to answer one query you need to calculate the number of good subsegments x dots y for some given segment l dots r such that l leq x leq y leq r ,"[0, 0, 0, 0, 1]"
Ivan has an array consisting of elements Each of the elements is an integer from to Recently Ivan learned about permutations and their lexicographical order Now he wants to change replace number of elements in his array in such a way that his array becomes a i e each of the integers from to was encountered in his array exactly once If there are multiple ways to do it he wants to find the permutation among them Thus minimizing the number of changes has the first priority lexicographical minimizing has the second priority In order to determine which of the two permutations is lexicographically smaller we compare their first elements If they are equal compare the second and so on If we have two permutations and then is lexicographically smaller if where is the first index in which the permutations and differ Determine the array Ivan will obtain after performing all the changes ,"[1, 1, 1, 0, 0]"
Gildong is playing a video game called In Block Adventure there are n columns of blocks in a row and the columns are numbered from 1 to n All blocks have equal heights The height of the i th column is represented as h i which is the number of blocks stacked in the i th column Gildong plays the game as a character that can stand only on the top of the columns At the beginning the character is standing on the top of the 1 st column The goal of the game is to move the character to the top of the n th column The character also has a bag that can hold infinitely many blocks When the character is on the top of the i th column Gildong can take one of the following three actions as many times as he wants if there is at least one block on the column remove one block from the top of the i th column and put it in the bag if there is at least one block in the bag take one block out of the bag and place it on the top of the i th column if i n and h i h i 1 le k move the character to the top of the i 1 st column k is a non negative integer given at the beginning of the game Note that it is only possible to move to the column In actions of the first two types the character remains in the i th column and the value h i changes The character initially has m blocks in the bag Gildong wants to know if it is possible to win the game Help Gildong find the answer to his question ,"[1, 0, 0, 1, 0]"
Mike has a sequence of length He considers the sequence beautiful if the of all its elements is bigger than i e Mike wants to change his sequence in order to make it beautiful In one move he can choose an index delete numbers and put numbers in their place instead in this order He wants perform as few operations as possible Find the minimal number of operations to make sequence beautiful if it s possible or tell him that it is impossible to do so is the biggest non negative number such that divides for every ,"[1, 0, 0, 1, 0]"
